ID,Dir,DNA1,DNA2,DNA3,RNA1,RNA2,RNA3
KSUAT0096,CW,0,0,0,0,0,0
KSUAT0097,CCW,0,0,1,0,0,0
KSUAT0097,CW,0,0,0,0,0,0
KSUAT0099,CCW,0,0,0,0,0,0
KSUAT0099,CW,0,0,0,0,0,0
KSUAT0106,CCW,1291,1337,2224,24,30,12
KSUAT0106,CW,583,584,979,168,135,165
KSUAT0110,CCW,2256,2351,4166,435,188,247
KSUAT0110,CW,1916,2151,3803,631,395,347
KSUAT0111,CCW,1818,1941,3398,761,438,566
KSUAT0111,CW,2293,2453,4220,1573,662,630
KSUAT0114,CCW,1487,1567,2763,260,182,200
KSUAT0114,CW,1931,1980,3453,837,502,458
KSUAT0115,CCW,2159,2233,3715,254,179,253
KSUAT0115,CW,1529,1651,2935,249,236,279
KSUAT0118,CCW,1244,1394,2350,346,219,291
KSUAT0118,CW,1000,945,1762,1261,810,1020
KSUAT0119,CCW,0,0,0,0,0,0
KSUAT0119,CW,0,0,0,0,0,0
KSUAT0122,CCW,1735,1752,3145,119,70,71
KSUAT0122,CW,1631,1654,3004,162,159,102
KSUAT0123,CCW,0,0,0,0,0,0
KSUAT0123,CW,0,0,0,0,0,0
KSUAT0128,CCW,0,0,0,0,0,0
KSUAT0128,CW,0,0,0,0,0,0
KSUAT0129,CCW,1493,1547,2701,46,60,75
KSUAT0129,CW,1903,2052,3635,313,165,218
KSUAT0131,CCW,1607,1692,2924,363,202,398
KSUAT0131,CW,2097,2244,4260,239,121,172
KSUAT0134,CCW,0,0,0,0,0,0
KSUAT0134,CW,0,0,0,0,0,0
KSUAT0136B,CCW,0,0,0,0,0,0
KSUAT0136B,CW,1242,1252,2223,644,307,338
KSUAT0136C,CCW,27,23,40,4,1,3
KSUAT0136C,CW,1411,1444,2419,1313,812,933
KSUAT0136,CCW,1447,1565,2767,758,402,526
KSUAT0136,CW,1700,1763,3046,2974,1541,1982
KSUAT0138,CCW,1290,1365,2339,403,241,289
KSUAT0138,CW,604,642,1046,797,471,685
KSUAT0140,CCW,1236,1337,2244,451,233,268
KSUAT0140,CW,503,519,936,265,157,200
KSUAT0142,CCW,1381,1363,2091,37,21,27
KSUAT0142,CW,926,886,1235,653,326,655
KSUAT0144,CCW,1142,1231,2003,589,408,481
KSUAT0144,CW,1549,1541,2802,1150,701,817
KSUAT0145,CCW,1586,1536,2836,1377,929,1074
KSUAT0145,CW,1403,1538,2901,807,513,832
KSUAT0147,CCW,1862,1902,3594,207,86,101
KSUAT0147,CW,1746,1860,3437,541,277,279
KSUAT0149,CCW,0,0,0,0,0,0
KSUAT0149,CW,0,0,0,0,0,0
KSUAT0151,CCW,1704,1895,3257,435,282,382
KSUAT0151,CW,1813,1885,3369,1204,723,986
KSUAT0153,CCW,2046,2192,4035,106,40,54
KSUAT0153,CW,1282,1357,2309,1591,944,1172
KSUAT0156,CCW,1798,1895,3295,1999,1197,1524
KSUAT0156,CW,1413,1606,2822,2091,1152,1316
KSUAT0157,CCW,253,287,491,12,0,2
KSUAT0157,CW,578,671,1113,18,14,8
KSUUT0001,CCW,0,0,0,0,0,0
KSUUT0001,CW,0,0,0,0,0,0
KSUUT0002,CCW,0,0,0,0,0,0
KSUUT0002,CW,0,0,0,0,0,0
KSUUT0003B,CCW,0,0,0,0,0,0
KSUUT0003B,CW,2147,2276,4141,6524,3762,4843
KSUUT0003C,CCW,30,25,40,18,6,6
KSUUT0003,CCW,1135,1201,2043,1607,1109,1317
KSUUT0003C,CW,1743,1945,3517,3248,1704,2183
KSUUT0003,CW,904,916,1570,1541,953,1118
KSUUT0004,CCW,2131,2190,3846,232,178,143
KSUUT0004,CW,2448,2376,4314,3445,1957,2100
KSUUT0005,CCW,1801,2005,3497,40,41,60
KSUUT0005,CW,820,895,1643,21,7,19
KSUUT0006,CCW,0,0,0,0,0,0
KSUUT0006,CW,0,0,0,0,0,0
KSUUT0007,CCW,2167,2282,4181,291,122,156
KSUUT0007,CW,2104,2168,4026,2218,1183,1742
KSUUT0008B,CCW,0,0,0,0,0,0
KSUUT0008B,CW,1431,1502,2633,5689,3693,4348
KSUUT0008C,CCW,6,7,5,3,0,2
KSUUT0008,CCW,1471,1652,2841,6047,3748,4739
KSUUT0008C,CW,246,277,409,933,570,711
KSUUT0008,CW,1454,1588,2774,9005,5668,7374
KSUUT0010,CCW,0,0,0,0,0,0
KSUUT0010,CW,0,0,0,0,0,0
KSUUT0011,CCW,1319,1278,2349,209,123,155
KSUUT0011,CW,2245,2274,4082,1161,631,881
KSUUT0012,CCW,0,0,0,0,0,0
KSUUT0012,CW,0,0,0,0,0,0
KSUUT0013,CCW,0,0,0,0,0,0
KSUUT0013,CW,0,0,0,0,0,0
KSUUT0014,CCW,1206,1311,2363,95,68,90
KSUUT0014,CW,1471,1538,2745,2078,1132,1415
KSUUT0015,CCW,0,0,0,0,0,0
KSUUT0015,CW,0,0,0,0,0,0
KSUUT0016,CCW,1606,1734,3043,324,151,170
KSUUT0016,CW,1763,1782,3178,2903,1575,1693
KSUUT0017,CCW,0,0,0,0,0,0
KSUUT0017,CW,0,0,0,0,1,0
KSUUT0018,CCW,2109,2198,3928,1855,1008,1384
KSUUT0018,CW,1580,1624,2918,932,505,627
KSUUT0019,CCW,1190,1312,2189,47,17,34
KSUUT0019,CW,1282,1360,2265,352,152,218
KSUUT0020,CCW,0,0,0,0,0,0
KSUUT0020,CW,0,0,0,0,0,0
KSUUT0021B,CCW,0,0,0,0,0,0
KSUUT0021B,CW,425,428,816,2308,1380,1994
KSUUT0021C,CCW,22,20,37,20,11,8
KSUUT0021,CCW,877,986,1452,7475,3681,6295
KSUUT0021C,CW,993,1026,1821,4707,2706,3983
KSUUT0021,CW,298,274,470,1700,1121,1393
KSUUT0022,CCW,0,0,0,0,0,0
KSUUT0022,CW,0,0,0,0,0,0
KSUUT0023,CCW,1732,1826,3371,9,7,6
KSUUT0023,CW,1651,1769,3155,18,5,19
KSUUT0024,CCW,0,0,0,0,0,0
KSUUT0024,CW,0,0,0,0,0,0
KSUUT0025B,CCW,0,0,0,0,0,0
KSUUT0025B,CW,1833,1877,3397,1441,1063,1746
KSUUT0025C,CCW,35,47,54,22,8,20
KSUUT0025,CCW,1368,1487,2506,1968,1080,1819
KSUUT0025C,CW,2334,2370,4199,7769,4763,5310
KSUUT0025,CW,1823,1979,3208,3307,2379,2463
KSUUT0026,CCW,1551,1559,2792,40,27,56
KSUUT0026,CW,1448,1382,2586,1858,958,1487
KSUUT0027,CCW,2065,2066,3746,300,254,262
KSUUT0027,CW,1625,1704,2979,410,218,296
KSUUT0028,CCW,1427,1496,2547,402,269,361
KSUUT0028,CW,1897,2081,3539,462,224,228
KSUUT0029B,CCW,0,0,0,0,0,0
KSUUT0029B,CW,1545,1629,3058,1424,718,1063
KSUUT0029C,CCW,52,66,53,7,3,2
KSUUT0029,CCW,1224,1259,2151,1291,776,955
KSUUT0029C,CW,2269,2418,4269,2478,1544,1970
KSUUT0029,CW,1413,1503,2514,2081,1311,1662
KSUUT0030,CCW,1735,1799,3097,256,196,252
KSUUT0030,CW,1504,1610,2948,352,133,129
KSUUT0031,CCW,0,0,0,0,0,0
KSUUT0031,CW,0,0,0,1,0,0
KSUUT0032,CCW,2701,2835,5123,561,481,429
KSUUT0032,CW,2076,2016,3896,3157,2138,2586
KSUUT0033,CCW,0,0,0,0,0,0
KSUUT0033,CW,0,0,0,0,0,0
KSUUT0034,CCW,1649,1781,3124,132,100,131
KSUUT0034,CW,2339,2388,4431,1759,955,1388
KSUUT0035,CCW,1986,2252,3885,10,6,14
KSUUT0035,CW,1507,1529,2723,175,95,91
KSUUT0036,CCW,1410,1442,2540,232,141,228
KSUUT0036,CW,1804,1872,3336,133,57,99
KSUUT0037,CCW,2456,2497,4465,431,284,329
KSUUT0037,CW,2275,2215,4124,2084,1267,1673
KSUUT0038,CCW,0,0,0,0,0,0
KSUUT0038,CW,0,0,0,0,0,0
KSUUT0039,CCW,421,429,584,103,72,111
KSUUT0039,CW,1980,2139,3645,439,237,247
KSUUT0040,CCW,1088,1162,1954,387,232,269
KSUUT0040,CW,1273,1274,2250,1630,1033,1153
KSUUT0041,CCW,0,0,0,0,0,1
KSUUT0041,CW,0,0,0,0,0,0
KSUUT0042,CCW,0,0,0,0,0,0
KSUUT0042,CW,0,0,0,0,0,0
KSUUT0043,CCW,2026,1812,3408,151,101,135
KSUUT0043,CW,943,1045,1807,115,95,102
KSUUT0044,CCW,0,0,0,0,0,0
KSUUT0044,CW,0,0,0,0,0,0
KSUUT0045,CCW,939,1056,1624,1773,1002,1261
KSUUT0045,CW,821,930,1398,1856,1009,1403
KSUUT0046,CCW,1539,1634,2924,155,70,114
KSUUT0046,CW,1370,1418,2458,107,52,59
KSUUT0047,CCW,1723,1902,3463,9,4,13
KSUUT0047,CW,2387,2520,4613,30,27,20
KSUUT0048,CCW,0,0,0,0,0,0
KSUUT0048,CW,0,0,0,0,0,0
KSUUT0049,CCW,1415,1588,2773,240,142,125
KSUUT0049,CW,1333,1406,2571,47,8,28
KSUUT0051,CCW,1050,1144,1935,277,120,224
KSUUT0051,CW,1376,1524,2649,438,294,367
KSUUT0052,CCW,2413,2517,4403,2529,1595,2102
KSUUT0052,CW,1745,1824,3308,1093,672,895
KSUUT0053,CCW,1103,1116,2006,251,148,202
KSUUT0053,CW,1576,1701,2963,269,208,187
KSUUT0055,CCW,2111,2100,3725,871,444,489
KSUUT0055,CW,2214,2271,3954,10063,6067,7880
KSUUT0057,CCW,0,0,0,0,0,0
KSUUT0057,CW,0,0,0,0,0,0
KSUUT0059,CCW,1847,2003,3532,10,5,5
KSUUT0059,CW,1118,1137,1949,330,211,219
KSUUT0061,CCW,0,0,0,0,0,0
KSUUT0061,CW,0,0,0,0,0,0
KSUUT0063,CCW,0,0,0,0,0,0
KSUUT0063,CW,0,0,0,0,0,0
KSUUT0065,CCW,0,0,0,0,0,0
KSUUT0065,CW,0,0,0,0,0,0
KSUUT0067,CCW,1122,1165,2038,442,306,378
KSUUT0067,CW,1119,1193,2117,480,265,304
KSUUT0069,CCW,1676,1837,3334,201,83,83
KSUUT0069,CW,1646,1636,3051,108,109,73
KSUUT0071,CCW,878,961,1584,16,3,9
KSUUT0071,CW,764,795,1293,108,45,70
KSUUT0073,CCW,2145,2076,3765,58,37,46
KSUUT0073,CW,1420,1527,2717,995,550,679
KSUUT0075,CCW,0,0,0,0,0,0
KSUUT0075,CW,0,0,0,0,0,0
KSUUT0077,CCW,1712,1822,3135,525,319,401
KSUUT0077,CW,1708,1811,3157,1278,821,928
KSUUT0079,CCW,0,0,0,0,0,0
KSUUT0079,CW,5,6,3,28,50,48
KSUUT0081,CCW,2243,2531,4239,158,129,117
KSUUT0081,CW,2079,2244,3968,1415,917,943
KSUUT0083B,CCW,0,0,0,0,0,0
KSUUT0083B,CW,1258,1389,2289,115,72,109
KSUUT0083C,CCW,28,22,27,4,2,2
KSUUT0083,CCW,1254,1288,2380,281,153,263
KSUUT0083C,CW,2041,2078,3707,1833,1192,1308
KSUUT0083,CW,1714,1707,3038,1003,709,855
KSUUT0085,CCW,779,905,1290,937,392,650
KSUUT0085,CW,1071,1183,1861,1300,635,656
KSUUT0087,CCW,1434,1504,2888,24,8,15
KSUUT0087,CW,1410,1423,2628,656,449,465
KSUUT0090,CCW,0,0,0,0,0,0
KSUUT0090,CW,0,0,0,0,0,0
KSUUT0092B,CCW,0,0,0,0,0,0
KSUUT0092B,CW,2509,2394,4425,637,439,290
KSUUT0092C,CCW,10,11,14,1,0,0
KSUUT0092,CCW,1841,1848,3363,340,283,234
KSUUT0092C,CW,504,470,845,88,55,60
KSUUT0092,CW,1378,1461,2457,311,158,195
KSUUT0094,CCW,1142,1303,2289,127,26,49
KSUUT0094,CW,1617,1763,3001,767,389,546
KSUUT0096,CCW,1925,2029,3656,599,311,405
KSUUT0096,CW,1246,1220,2207,599,433,411
KSUUT0098,CCW,1003,1095,1936,271,200,292
KSUUT0098,CW,847,923,1590,521,310,325
KSUUT0100,CCW,1402,1410,2558,495,258,283
KSUUT0100,CW,1069,1035,1882,1967,1243,1499
KSUUT0102,CCW,0,0,0,0,0,0
KSUUT0102,CW,0,0,0,0,0,0
KSUUT0104,CCW,1666,1705,3022,141,58,88
KSUUT0104,CW,1393,1378,2345,175,49,125
KSUUT0106,CCW,1841,1943,3360,118,55,67
KSUUT0106,CW,2133,2075,3884,2430,1562,2145
KSUUT0108,CCW,2397,2522,4478,231,114,136
KSUUT0108,CW,2049,2225,3943,2394,1393,1958
KSUUT0110,CCW,0,0,0,0,0,0
KSUUT0110,CW,0,1,0,0,0,0
KSUUT0112,CCW,0,0,0,0,0,0
KSUUT0112,CW,0,0,0,0,0,0
KSUUT0114,CCW,1029,1103,1987,342,177,196
KSUUT0114,CW,874,950,1744,1977,1069,1411
KSUUT0116B,CCW,0,0,0,0,0,0
KSUUT0116B,CW,1961,1918,3541,2060,1161,1597
KSUUT0116C,CCW,21,32,22,0,0,0
KSUUT0116C,CW,1053,891,1217,149,96,105
KSUUT0116,CCW,727,832,1236,3570,1902,3209
KSUUT0116,CW,829,837,1293,2813,1585,2484
KSUUT0118,CCW,0,0,0,0,0,0
KSUUT0118,CW,0,0,0,0,0,0
KSUUT0120,CCW,0,0,0,0,0,0
KSUUT0120,CW,0,0,0,0,0,0
KSUUT0122,CCW,0,0,0,0,0,0
KSUUT0122,CW,0,0,0,0,0,0
KSUUT0124,CCW,1497,1572,2745,584,388,401
KSUUT0124,CW,2925,3066,5320,6157,3514,4298
KSUUT0126,CCW,1827,1835,3276,118,145,161
KSUUT0126,CW,1600,1634,2929,20,3,13
KSUUT0129,CCW,1606,1866,3278,419,297,377
KSUUT0129,CW,1879,2075,3680,2468,1463,2035
KSUUT0131,CCW,1782,1792,3362,22,14,11
KSUUT0131,CW,908,894,1654,832,486,553
KSUUT0133,CCW,1143,1198,2098,469,325,462
KSUUT0133,CW,942,1073,1773,297,126,125
KSUUT0136B,CCW,0,0,0,0,0,0
KSUUT0136B,CW,773,900,1506,3091,1765,2178
KSUUT0136C,CCW,0,0,0,0,0,1
KSUUT0136C,CW,0,0,0,0,1,0
KSUUT0136,CCW,1320,1420,2414,4080,1957,2736
KSUUT0136,CW,1107,1315,2116,7621,3840,5218
KSUUT0138,CCW,1528,1634,3023,96,61,50
KSUUT0138,CW,1249,1427,2206,639,320,382
KSUUT0140,CCW,0,0,0,0,0,0
KSUUT0140,CW,0,0,0,0,0,0
KSUUT0142,CCW,1462,1669,2939,346,244,255
KSUUT0142,CW,1887,1927,3481,1705,1007,1194
KSUUT0144B,CCW,0,0,0,0,0,0
KSUUT0144B,CW,1949,2080,3732,201,151,236
KSUUT0144C,CCW,27,26,30,1,0,2
KSUUT0144,CCW,1454,1587,2850,186,102,228
KSUUT0144C,CW,2122,2281,3968,798,476,530
KSUUT0144,CW,1357,1367,2565,683,373,604
KSUUT0146B,CCW,0,0,0,0,0,0
KSUUT0146B,CW,2230,2353,4079,1850,1072,1311
KSUUT0146C,CCW,58,57,62,12,2,12
KSUUT0146,CCW,1793,1799,3116,656,352,417
KSUUT0146C,CW,2118,2117,3867,2706,1456,1757
KSUUT0146,CW,1980,2237,3848,2909,1753,2128
KSUUT0148,CCW,0,0,0,0,0,0
KSUUT0148,CW,0,0,0,0,0,0
KSUUT0152,CCW,1435,1366,2627,255,167,171
KSUUT0152,CW,1665,1737,3088,1139,614,666
KSUUT0154,CCW,0,0,0,0,0,0
KSUUT0154,CW,0,0,0,0,0,0
KSUUT0156,CCW,1364,1362,2448,134,105,105
KSUUT0156,CW,1243,1332,2296,715,359,410
KUUAE0001,CCW,1904,1944,3607,4993,3126,4534
KUUAE0001,CW,1717,1614,3017,1867,940,1008
KUUAE0002,CCW,0,0,0,0,0,0
KUUAE0002,CW,0,0,0,0,0,0
KUUAE0003,CCW,1795,1907,3276,672,410,473
KUUAE0003,CW,1691,1751,3055,2147,1315,1390
KUUAE0004,CCW,932,1006,1821,171,92,105
KUUAE0004,CW,1047,1112,1952,2438,1377,1846
KUUAE0005,CCW,1523,1608,2917,953,500,530
KUUAE0005,CW,1354,1423,2503,2755,1497,1790
KUUAE0006,CCW,1038,1144,2021,18,9,20
KUUAE0006,CW,951,1029,1942,27,19,27
KUUAE0007,CCW,2728,2867,5053,996,698,905
KUUAE0007,CW,1823,1812,3341,3255,2010,2717
KUUAE0008,CCW,1753,1700,3150,471,192,204
KUUAE0008,CW,1042,1063,1891,1217,701,864
KUUAE0009,CCW,0,0,0,0,0,0
KUUAE0009,CW,0,0,0,0,0,0
KUUAE0010,CCW,1356,1462,2626,558,290,420
KUUAE0010,CW,1092,1102,1945,2219,1247,1699
KUUAE0011,CCW,777,764,1213,1065,557,865
KUUAE0011,CW,901,939,1362,1604,925,1314
KUUAE0012,CCW,1654,1701,2987,301,199,159
KUUAE0012,CW,1151,1199,2258,508,339,361
KUUAE0013,CCW,1686,1779,3184,408,361,338
KUUAE0013,CW,1832,1958,3450,1178,793,881
KUUAE0014,CCW,787,861,1270,794,469,711
KUUAE0014,CW,886,973,1410,4665,2507,3468
KUUAE0015,CCW,2128,2094,3864,978,480,622
KUUAE0015,CW,1194,1317,2404,2614,1678,2450
KUUAE0016,CCW,2148,2381,3956,685,387,426
KUUAE0016,CW,1623,1809,3175,302,177,167
KUUAE0017,CCW,1546,1769,3065,999,644,586
KUUAE0017,CW,1221,1243,2312,3651,2039,2449
KUUAE0018,CCW,1633,1697,2966,400,260,328
KUUAE0018,CW,1998,2036,3681,6472,3889,4853
KUUAE0019B,CCW,0,0,0,0,0,0
KUUAE0019B,CW,1884,2009,3507,1838,938,1332
KUUAE0019C,CCW,12,17,6,1,0,1
KUUAE0019C,CW,1628,1610,3020,231,100,116
KUUAE0019,CCW,1988,1975,3692,161,108,121
KUUAE0019,CW,1621,1704,2935,1868,1166,1466
KUUAE0020,CCW,0,0,0,0,0,0
KUUAE0020,CW,0,0,0,0,0,0
KUUAE0021,CCW,2135,2195,3887,79,46,34
KUUAE0021,CW,2032,2028,3813,1049,661,653
KUUAE0022B,CCW,0,0,0,0,0,0
KUUAE0022B,CW,1572,1563,2948,1897,945,1160
KUUAE0022C,CCW,32,45,34,1,0,1
KUUAE0022C,CW,2240,2301,4057,816,398,564
KUUAE0022,CCW,626,688,1067,573,354,460
KUUAE0022,CW,2044,2164,3972,3766,2189,2268
KUUAE0023B,CCW,0,0,0,0,0,0
KUUAE0023B,CW,1828,1931,3480,553,286,340
KUUAE0023C,CCW,27,23,21,3,1,2
KUUAE0023,CCW,1396,1441,2505,239,206,235
KUUAE0023C,CW,1824,1886,3467,2061,1213,1704
KUUAE0023,CW,934,902,1614,1003,634,765
KUUAE0024B,CCW,0,0,0,0,0,0
KUUAE0024B,CW,1754,1803,3159,2551,1293,1479
KUUAE0024C,CCW,48,28,56,12,3,14
KUUAE0024,CCW,1136,1144,2014,2600,1439,1992
KUUAE0024C,CW,1488,1514,2651,3257,1852,2272
KUUAE0024,CW,1195,1216,2184,3084,1879,2090
KUUAE0025,CCW,0,0,0,0,0,0
KUUAE0025,CW,0,0,0,0,0,0
KUUAE0026,CCW,1930,1989,3545,934,611,580
KUUAE0026,CW,1465,1533,2686,182,112,111
KUUAE0027,CCW,825,865,1511,1202,717,1037
KUUAE0027,CW,872,931,1460,4431,2511,3852
KUUAE0028,CCW,896,1093,1946,418,199,304
KUUAE0028,CW,1122,1137,1986,1745,974,1385
KUUAE0029B,CCW,0,0,0,0,0,0
KUUAE0029B,CW,1538,1751,2971,1405,742,888
KUUAE0029C,CCW,57,58,65,6,2,0
KUUAE0029,CCW,1039,1082,1897,1293,824,1075
KUUAE0029C,CW,2378,2549,4565,800,409,357
KUUAE0029,CW,605,672,1086,673,428,372
KUUAE0030,CCW,1447,1553,2778,373,232,287
KUUAE0030,CW,1059,1065,1944,1031,517,743
KUUAE0031,CCW,0,0,0,0,0,0
KUUAE0031,CW,0,0,0,0,0,0
KUUAE0032,CCW,2237,2158,3936,1201,838,900
KUUAE0032,CW,2214,2285,3828,2795,1677,1984
KUUAE0033,CCW,0,0,0,0,0,0
KUUAE0033,CW,0,0,0,0,0,0
KUUAE0034,CCW,1721,1907,3214,3026,1768,2392
KUUAE0034,CW,1306,1421,2332,5458,3122,3991
KUUAE0035B,CCW,0,0,0,0,0,0
KUUAE0035B,CW,1843,1894,3260,1852,1062,1212
KUUAE0035C,CCW,60,74,66,4,5,6
KUUAE0035,CCW,1309,1334,2235,644,419,511
KUUAE0035C,CW,2349,2381,4160,2184,991,998
KUUAE0035,CW,1264,1291,2212,880,457,518
KUUAE0036,CCW,2070,2202,3775,1513,1182,1504
KUUAE0036,CW,2469,2534,4495,4127,2645,3098
KUUAE0037,CCW,1770,1902,3377,2207,1503,2484
KUUAE0037,CW,1366,1434,2444,611,361,440
KUUAE0038,CCW,1223,1161,2246,353,171,242
KUUAE0038,CW,1447,1498,2732,1039,665,863
KUUAE0039,CCW,1787,1837,3364,1081,741,788
KUUAE0039,CW,2165,2289,3997,3407,2213,2351
KUUAE0040,CCW,2247,2202,4181,529,284,381
KUUAE0040,CW,1791,1802,3141,2613,1693,2145
KUUAE0041,CCW,1176,1348,2262,38,19,68
KUUAE0041,CW,1212,1253,2240,427,200,384
KUUAE0042B,CCW,0,0,0,0,0,0
KUUAE0042B,CW,1621,1596,2928,1264,691,850
KUUAE0042C,CCW,0,0,0,0,0,0
KUUAE0042C,CW,0,0,0,0,0,0
KUUAE0042,CCW,853,889,1358,1333,673,940
KUUAE0042,CW,1017,1066,1620,1930,955,1187
KUUAE0043,CCW,1042,1109,1819,94,50,64
KUUAE0043,CW,1337,1469,2610,217,106,115
KUUAE0044,CCW,1460,1411,2579,492,289,376
KUUAE0044,CW,1891,2009,3427,573,275,273
KUUAE0045,CCW,1380,1384,2539,408,223,277
KUUAE0045,CW,1562,1800,3083,4721,2772,3567
KUUAE0046,CCW,1242,1392,2289,480,278,353
KUUAE0046,CW,1463,1597,2722,410,148,177
KUUAE0047,CCW,1850,1984,3561,2427,1511,2103
KUUAE0047,CW,1451,1409,2594,2575,1818,2168
KUUAE0048B,CCW,0,0,0,0,0,0
KUUAE0048B,CW,1780,1775,3257,236,150,129
KUUAE0048C,CCW,26,23,14,0,1,0
KUUAE0048,CCW,1426,1427,2683,359,258,203
KUUAE0048C,CW,2362,2439,4400,131,84,64
KUUAE0048,CW,1444,1514,2619,675,377,377
KUUAE0049,CCW,0,0,0,0,0,1
KUUAE0049,CW,0,0,0,0,0,0
KUUAE0050,CCW,0,0,0,0,0,0
KUUAE0050,CW,0,0,0,0,0,0
KUUAE0051,CCW,1150,1224,2087,316,197,211
KUUAE0051,CW,920,893,1584,1371,820,1169
KUUAE0053B,CCW,0,0,0,0,0,0
KUUAE0053B,CW,2626,2636,4895,4660,2832,4224
KUUAE0053C,CCW,28,32,27,4,2,2
KUUAE0053,CCW,1583,1742,2925,451,278,380
KUUAE0053C,CW,2312,2294,4063,2637,1809,2064
KUUAE0053,CW,1853,1829,3101,4192,2837,4013
KUUAE0055,CCW,1458,1539,2576,31,15,31
KUUAE0055,CW,2445,2370,4565,1258,649,659
KUUAE0057,CCW,1474,1481,2809,717,327,373
KUUAE0057,CW,1812,1831,3340,341,122,151
KUUAE0059,CCW,474,518,802,596,333,398
KUUAE0059,CW,514,637,950,1467,688,961
KUUAE0061,CCW,0,0,0,0,0,0
KUUAE0061,CW,0,0,0,0,0,0
KUUAE0063,CCW,1658,1713,3100,237,154,132
KUUAE0063,CW,1936,1927,3302,1015,690,599
KUUAE0066,CCW,1340,1377,2448,334,154,184
KUUAE0066,CW,1118,1017,1310,527,244,323
KUUAE0069,CCW,1254,1315,2184,1007,562,724
KUUAE0069,CW,691,752,1201,701,385,391
KUUAE0071B,CCW,0,0,0,0,0,0
KUUAE0071B,CW,1932,1981,3589,5638,3724,5197
KUUAE0071C,CCW,35,25,31,10,0,11
KUUAE0071,CCW,1322,1358,2504,6170,4235,5998
KUUAE0071C,CW,1595,1739,3120,4380,2617,3131
KUUAE0071,CW,1273,1330,2352,8196,5150,7139
KUUAE0073,CCW,1400,1535,2545,249,122,133
KUUAE0073,CW,1422,1418,2535,958,552,624
KUUAE0075B,CCW,0,0,0,0,0,0
KUUAE0075B,CW,1943,1831,3422,63,24,50
KUUAE0075C,CCW,20,21,14,1,0,3
KUUAE0075,CCW,1539,1589,2756,78,31,42
KUUAE0075C,CW,1840,1892,3339,748,398,436
KUUAE0075,CW,1009,1047,1799,1003,628,736
KUUAE0077,CCW,1081,1147,1890,264,67,107
KUUAE0077,CW,1245,1289,2253,2395,1338,2103
KUUAE0079,CCW,1938,2058,3566,933,706,844
KUUAE0079,CW,2254,2301,4116,641,378,421
KUUAE0081B,CCW,0,0,0,0,0,0
KUUAE0081B,CW,1420,1493,2595,1992,1129,1454
KUUAE0081C,CCW,41,32,53,16,11,12
KUUAE0081,CCW,1394,1365,2326,1404,776,1213
KUUAE0081C,CW,1491,1491,2669,3107,1816,2347
KUUAE0081,CW,881,855,1514,1570,1007,1221
KUUAE0083,CCW,1861,1867,3533,393,269,282
KUUAE0083,CW,2231,2138,4134,3570,2283,2965
KUUAE0085,CCW,1881,2034,3671,321,171,145
KUUAE0085,CW,1883,1857,3395,2023,1131,1264
KUUAE0087B,CCW,0,0,0,0,0,0
KUUAE0087B,CW,1299,1293,2389,687,387,596
KUUAE0087C,CCW,2,4,6,0,0,0
KUUAE0087,CCW,1654,1752,3092,1283,807,1018
KUUAE0087C,CW,1673,1648,3058,174,141,125
KUUAE0087,CW,1753,1772,3360,3193,1722,2388
KUUAE0089,CCW,1196,1237,2225,112,59,58
KUUAE0089,CW,1303,1295,2441,1931,1098,1232
KUUAE0091,CCW,1517,1645,2858,270,210,223
KUUAE0091,CW,1385,1554,2625,1703,1201,1383
KUUAE0093,CCW,1191,1257,2279,441,316,366
KUUAE0093,CW,685,696,1238,93,58,71
KUUAE0096,CCW,1309,1296,2363,164,107,119
KUUAE0096,CW,1192,1290,2107,1407,853,1020
KUUAE0098,CCW,1369,1494,2584,391,223,186
KUUAE0098,CW,1577,1623,2859,841,561,573
KUUAE0100B,CCW,0,0,0,0,0,0
KUUAE0100B,CW,1914,1960,3395,1875,1125,1481
KUUAE0100C,CCW,45,46,41,5,0,0
KUUAE0100,CCW,1544,1516,2726,1015,697,772
KUUAE0100C,CW,2165,2123,3893,1552,868,1018
KUUAE0100,CW,1119,1166,2054,1796,935,1285
KUUAE0102B,CCW,0,0,0,0,0,0
KUUAE0102B,CW,1562,1637,3194,2056,1006,1436
KUUAE0102C,CCW,44,27,28,0,0,0
KUUAE0102,CCW,1660,1768,3062,311,183,250
KUUAE0102C,CW,2033,2008,3649,14,8,5
KUUAE0102,CW,1681,1784,3234,3053,1967,2332
KUUAE0104,CCW,1149,1274,2202,1299,665,819
KUUAE0104,CW,787,777,1316,4805,2559,3480
KUUAE0106,CCW,779,775,1171,4139,2872,4356
KUUAE0106,CW,655,710,1062,3425,2057,3333
KUUAE0108,CCW,1138,1273,2036,138,95,119
KUUAE0108,CW,1120,1198,2159,460,258,287
KUUAE0110,CCW,0,0,0,0,0,0
KUUAE0110,CW,0,0,0,0,0,0
KUUAE0112,CCW,0,0,0,0,0,0
KUUAE0112,CW,0,0,0,0,0,0
KUUAE0114,CCW,1373,1302,2392,10,8,10
KUUAE0114,CW,1798,1922,3174,87,49,47
KUUAE0116,CCW,1753,1847,3400,314,201,216
KUUAE0116,CW,1180,1332,2383,1356,746,1062
KUUAE0118,CCW,2001,2189,3942,1381,919,911
KUUAE0118,CW,1123,1099,2067,4125,2530,3112
KUUAE0120,CCW,0,0,0,0,0,0
