ID,Dir,DNA1,DNA2,DNA3,RNA1,RNA2,RNA3
ORF56412,CW,189,175,188,51,32,34
ORF56468,CCW,364,374,498,284,134,226
ORF56468,CW,238,235,262,171,86,152
ORF56480,CCW,53,66,45,69,47,90
ORF56480,CW,77,72,69,131,78,114
ORF56482,CCW,70,68,40,9,7,13
ORF56482,CW,139,136,105,53,34,62
ORF56495,CCW,817,800,1202,78,51,99
ORF56495,CW,633,687,1050,12,3,12
ORF56498,CCW,382,346,494,95,32,49
ORF56498,CW,396,404,558,379,217,294
ORF56507,CCW,767,787,1213,297,203,333
ORF56507,CW,466,502,801,402,184,218
ORF56512,CCW,1478,1623,2734,576,346,466
ORF56512,CW,1067,1182,1948,395,227,368
ORF56523,CCW,250,274,358,227,118,157
ORF56523,CW,1035,1071,1646,1437,634,1053
ORF56544,CCW,450,421,594,151,100,161
ORF56544,CW,588,580,781,127,77,154
ORF56547,CCW,129,120,152,57,34,55
ORF56547,CW,217,250,299,164,72,133
ORF56554,CCW,341,340,406,134,82,130
ORF56554,CW,402,393,480,197,103,222
ORF56557,CCW,567,604,794,246,139,189
ORF56557,CW,511,526,670,441,246,369
ORF56572,CCW,319,359,424,125,81,128
ORF56572,CW,286,296,380,189,109,185
ORF56582,CCW,268,250,320,77,48,92
ORF56582,CW,152,129,163,75,32,90
ORF56602,CCW,2,0,1,0,0,0
ORF56602,CW,0,1,0,0,0,1
ORF56614,CCW,1058,1124,1927,97,48,65
ORF56614,CW,762,859,1404,536,261,410
ORF56616,CCW,818,846,1453,78,57,58
ORF56616,CW,767,844,1446,743,376,585
ORF56620,CCW,3,0,1,1,0,1
ORF56620,CW,1,8,2,15,3,10
ORF56626,CCW,158,188,179,20,9,11
ORF56626,CW,327,357,378,76,55,90
ORF56629,CCW,255,293,281,115,98,130
ORF56629,CW,205,244,211,143,87,123
ORF56633,CCW,170,163,165,87,53,79
ORF56633,CW,149,164,166,116,74,94
ORF56637,CCW,7,4,3,0,0,0
ORF56637,CW,88,91,101,30,26,52
ORF56638,CCW,236,212,264,0,3,1
ORF56638,CW,158,163,189,70,27,62
ORF56642,CCW,283,273,233,72,58,99
ORF56642,CW,137,128,128,24,20,25
ORF56644,CCW,151,148,145,54,33,59
ORF56644,CW,80,78,82,36,24,53
ORF56650,CCW,4,3,2,0,0,0
ORF56650,CW,10,8,5,4,0,3
ORF56653,CCW,188,189,216,61,40,65
ORF56653,CW,354,352,389,152,51,142
ORF56661,CCW,10,14,14,1,1,2
ORF56661,CW,69,70,55,12,4,14
ORF56663,CCW,189,249,237,39,43,62
ORF56663,CW,154,145,143,65,50,82
ORF56667,CCW,187,192,214,7,4,9
ORF56667,CW,113,137,119,32,20,42
ORF56668,CCW,317,335,405,16,13,23
ORF56668,CW,90,94,88,62,40,69
ORF56671,CCW,100,121,108,12,9,22
ORF56671,CW,60,64,57,35,18,29
ORF56677,CCW,333,326,308,29,13,34
ORF56677,CW,385,347,368,131,77,133
ORF56681,CCW,85,79,82,15,9,20
ORF56681,CW,57,70,50,24,15,27
ORF56682,CCW,260,227,264,33,18,42
ORF56682,CW,186,140,144,25,24,47
ORF56684,CCW,166,153,161,29,13,34
ORF56684,CW,111,139,101,43,20,54
ORF56688,CCW,36,31,28,6,3,16
ORF56688,CW,60,48,53,15,10,23
ORF56689,CCW,324,343,328,168,96,158
ORF56689,CW,319,322,311,202,111,197
ORF56692,CCW,15,23,15,4,8,7
ORF56692,CW,78,63,60,19,18,31
ORF56696,CCW,93,112,99,26,29,50
ORF56696,CW,59,55,60,14,13,17
ORF56714,CCW,528,577,810,238,86,154
ORF56714,CW,570,619,768,658,327,433
ORF56770,CCW,312,315,360,62,37,76
ORF56770,CW,205,172,246,154,67,123
ORF56779,CCW,15,7,13,3,4,5
ORF56779,CW,456,467,532,290,142,273
ORF56791,CCW,195,217,259,109,45,88
ORF56791,CW,179,190,239,108,68,100
ORF56798,CCW,101,61,101,15,14,19
ORF56798,CW,129,161,157,41,18,33
ORF56810,CCW,197,218,211,17,12,23
ORF56810,CW,161,131,144,56,39,73
ORF56812,CCW,107,102,131,12,5,18
ORF56812,CW,70,81,80,22,15,30
ORF56817,CCW,68,67,67,16,12,24
ORF56817,CW,118,92,113,52,20,50
ORF56818,CCW,72,76,82,25,24,36
ORF56818,CW,73,80,74,34,25,33
ORF56822,CCW,0,1,0,0,0,0
ORF56822,CW,0,1,1,0,0,0
ORF56827,CCW,439,410,478,58,35,50
ORF56827,CW,223,239,285,59,34,77
ORF56837,CCW,53,74,73,20,6,12
ORF56837,CW,70,71,72,13,8,11
ORF56839,CCW,96,91,99,32,27,30
ORF56839,CW,117,111,85,47,27,51
ORF56845,CCW,7,5,2,0,0,0
ORF56845,CW,58,57,33,19,21,19
ORF56852,CCW,59,60,42,13,10,21
ORF56852,CW,36,46,41,27,17,39
ORF56905,CCW,369,384,519,107,65,94
ORF56905,CW,413,467,590,199,114,199
ORF56908,CCW,145,136,150,22,36,46
ORF56908,CW,148,162,163,54,41,55
ORF56918,CCW,10,29,31,3,0,1
ORF56918,CW,43,64,57,29,13,25
ORF56920,CCW,83,89,78,1,4,13
ORF56920,CW,50,48,40,1,6,5
ORF56924,CCW,231,221,176,70,39,79
ORF56924,CW,301,286,333,229,103,200
ORF56944,CCW,934,1009,1665,433,268,403
ORF56944,CW,959,1124,1934,323,159,262
ORF70006,CCW,55,71,80,14,1,15
ORF70006,CW,92,119,94,37,25,47
ORF70044,CCW,0,0,0,0,0,0
ORF70044,CW,0,0,0,0,0,0
ORF70092,CCW,126,117,122,28,35,43
ORF70092,CW,98,92,95,60,29,43
ORF70111,CCW,115,112,84,5,4,7
ORF70111,CW,85,68,55,16,9,23
ORF70130,CCW,356,363,377,17,18,28
ORF70130,CW,406,403,468,364,208,386
ORF70154,CCW,181,203,179,18,9,22
ORF70154,CW,103,91,99,34,13,36
ORF70209,CCW,52,62,48,1,1,1
ORF70209,CW,43,46,32,4,6,12
ORF70249,CCW,1,12,3,7,7,10
ORF70249,CW,20,19,11,16,11,24
ORF70259,CCW,15,21,14,6,1,8
ORF70259,CW,67,43,48,15,9,15
ORF70265,CCW,69,50,42,3,4,13
ORF70265,CW,48,51,29,0,7,10
ORF70297,CCW,27,34,26,3,5,7
ORF70297,CW,18,28,23,4,1,1
ORF70305,CCW,339,370,436,174,67,114
ORF70305,CW,203,236,240,95,57,115
ORF70370,CCW,23,21,13,2,1,2
ORF70370,CW,33,25,34,10,5,13
ORF70423,CCW,431,472,505,160,98,150
ORF70423,CW,226,245,318,325,151,298
ORF70439,CCW,11,14,4,1,0,2
ORF70439,CW,71,61,38,11,9,13
ORF70446,CCW,8,1,7,0,0,1
ORF70446,CW,3,6,6,1,0,1
ORF70498,CCW,339,349,421,23,19,40
ORF70498,CW,166,83,77,16,15,40
ORF7051,CCW,302,357,398,56,47,65
ORF7051,CW,191,204,217,231,98,172
ORF70576,CCW,147,147,145,43,32,36
ORF70576,CW,432,442,446,175,116,156
ORF70577,CCW,442,425,737,263,146,181
ORF70577,CW,430,475,657,137,80,111
ORF70579,CCW,410,400,549,192,107,163
ORF70579,CW,251,278,331,366,175,300
ORF70611,CCW,599,620,776,191,163,167
ORF70611,CW,373,360,443,458,265,381
ORF70626,CCW,165,174,225,45,22,61
ORF70626,CW,144,125,182,34,31,55
ORF70627,CCW,371,402,504,241,119,167
ORF70627,CW,425,429,541,586,271,458
ORF70686,CCW,224,196,283,165,109,137
ORF70686,CW,365,413,494,460,247,482
ORF70698,CCW,676,659,757,101,41,98
ORF70698,CW,426,438,595,279,132,253
ORF70727,CCW,109,105,92,25,12,23
ORF70727,CW,66,80,66,22,20,26
ORF70768,CCW,37,47,46,2,0,7
ORF70768,CW,383,416,537,110,53,103
ORF70800,CCW,164,184,225,105,64,124
ORF70800,CW,209,230,278,191,132,167
ORF70812,CCW,383,369,420,144,90,148
ORF70812,CW,148,188,197,117,87,97
ORF70907,CCW,409,447,510,81,47,102
ORF70907,CW,215,209,216,35,24,43
ORF70908,CCW,152,142,149,45,27,39
ORF70908,CW,147,143,165,77,43,58
ORF70996,CCW,108,80,106,25,31,30
ORF70996,CW,106,82,128,37,35,48
ORF71085,CCW,290,268,310,98,48,87
ORF71085,CW,224,211,264,202,69,140
ORF71095,CCW,96,101,116,81,31,59
ORF71095,CW,246,286,261,296,132,227
ORF71105,CCW,351,339,430,251,100,190
ORF71105,CW,219,232,268,49,22,65
ORF71165,CCW,137,163,193,98,37,71
ORF71165,CW,349,388,482,174,83,152
ORF71170,CCW,221,192,276,19,19,46
ORF71170,CW,164,180,222,100,60,106
ORF71174,CCW,223,213,213,114,50,118
ORF71174,CW,187,178,199,88,38,67
ORF71201,CCW,387,361,417,130,60,133
ORF71201,CW,215,215,213,91,45,91
ORF71235,CCW,42,57,31,1,1,2
ORF71235,CW,72,66,54,14,3,16
ORF71288,CCW,355,335,431,148,67,145
ORF71288,CW,391,421,524,352,156,296
ORF71293,CCW,0,0,1,0,0,0
ORF71293,CW,2,0,1,0,1,0
ORF71316,CCW,472,505,715,116,75,77
ORF71316,CW,431,437,593,438,196,335
ORF71330,CCW,451,419,573,377,184,339
ORF71330,CW,761,758,992,785,367,647
ORF71334,CCW,134,133,202,52,23,55
ORF71334,CW,144,166,206,110,63,89
ORF71335,CCW,374,432,487,76,44,86
ORF71335,CW,246,251,303,122,70,125
ORF71338,CCW,2,6,7,0,0,0
ORF71338,CW,14,15,16,3,0,4
ORF71347,CCW,151,150,145,85,29,98
ORF71347,CW,203,198,230,103,73,99
ORF71358,CCW,134,183,141,107,47,101
ORF71358,CW,135,112,170,82,40,77
ORF71360,CCW,33,33,27,12,6,6
ORF71360,CW,65,71,57,37,31,44
ORF71371,CCW,80,83,85,13,26,11
ORF71371,CW,174,175,153,103,57,99
ORF71393,CCW,436,500,633,202,85,163
ORF71393,CW,221,197,315,153,59,141
ORF71431,CCW,12,18,16,16,12,12
ORF71431,CW,136,163,130,248,113,221
ORF71444,CCW,282,271,342,182,119,156
ORF71444,CW,347,336,339,262,133,227
ORF71447,CCW,371,384,440,190,97,172
ORF71447,CW,286,275,320,303,114,250
ORF71537,CCW,3,0,2,0,0,1
ORF71537,CW,9,3,4,0,0,8
ORF71559,CCW,245,250,294,132,89,102
ORF71559,CW,237,207,262,177,97,169
ORF71584,CCW,383,429,555,240,176,255
ORF71584,CW,226,229,278,65,59,95
ORF71586,CCW,472,486,478,263,136,255
ORF71586,CW,350,333,355,138,91,110
ORF71639,CCW,606,589,762,248,125,258
ORF71639,CW,363,404,463,303,194,318
ORF71649,CCW,63,54,63,30,15,26
ORF71649,CW,207,198,204,14,13,15
ORF71650,CCW,291,344,442,181,116,184
ORF71650,CW,272,303,345,193,102,199
ORF71653,CCW,17,10,20,9,5,9
ORF71653,CW,272,281,368,154,62,137
ORF71670,CCW,186,171,223,55,22,45
ORF71670,CW,136,156,167,70,44,80
ORF71676,CCW,248,155,122,40,29,57
ORF71676,CW,292,290,336,312,146,273
ORF71706,CCW,42,40,42,3,2,5
ORF71706,CW,43,36,37,1,7,8
ORF71724,CCW,363,334,375,63,49,82
ORF71724,CW,198,206,195,135,72,134
ORF71808,CCW,1,0,1,0,0,0
ORF71808,CW,4,3,1,1,0,1
ORF71834,CCW,96,93,101,0,10,6
ORF71834,CW,68,77,55,14,13,16
ORF71838,CCW,585,621,1007,262,144,165
ORF71838,CW,654,769,1139,619,390,489
ORF71842,CCW,168,159,157,46,30,41
ORF71842,CW,112,100,87,31,17,13
ORF71866,CCW,5,8,6,1,1,0
ORF71866,CW,39,32,24,10,7,15
ORF71892,CCW,434,431,531,68,53,74
ORF71892,CW,208,213,256,147,93,148
ORF71940,CCW,248,227,247,33,21,41
ORF71940,CW,188,205,216,74,58,82
ORF71941,CCW,655,616,760,355,203,355
ORF71941,CW,388,448,558,155,80,159
ORF71943,CCW,466,507,694,199,92,174
ORF71943,CW,285,278,348,258,163,206
ORF71969,CCW,9,16,5,4,2,4
ORF71969,CW,86,88,81,37,22,44
ORF71974,CCW,420,484,667,175,100,141
ORF71974,CW,423,466,613,209,108,176
ORF71991,CCW,299,282,299,93,82,120
ORF71991,CW,201,185,211,76,35,79
ORF72137,CCW,93,63,36,17,12,37
ORF72137,CW,89,94,86,24,9,23
ORF72149,CCW,288,322,378,69,47,87
ORF72149,CW,194,214,289,159,80,140
ORF72187,CCW,119,126,133,24,6,27
ORF72187,CW,93,79,81,22,19,34
ORF72196,CCW,91,92,99,4,6,17
ORF72196,CW,64,91,57,8,7,20
ORF72199,CCW,20,24,24,0,0,0
ORF72199,CW,14,8,8,1,0,2
PGK,CCW,757,808,975,290,89,223
PGK,CW,825,754,757,992,513,778
PSV40,CCW,1732,1984,3022,209,80,134
PSV40,CW,2465,2748,4215,2140,1045,1742
RSV,CCW,2792,3126,5324,6776,3951,5546
RSV,CW,3992,4144,7207,27517,16076,22009
TRE4_0001A,CCW,548,581,777,383,179,252
TRE4_0001A,CW,593,667,844,700,341,547
TRE4_0001B2,CCW,0,0,0,0,0,0
TRE4_0001B2,CW,1466,1583,2625,1190,669,663
TRE4_0001B,CCW,0,0,0,0,0,0
TRE4_0001B,CW,558,632,976,922,459,632
TRE4_0001C2,CCW,23,22,31,7,4,5
TRE4_0001C2,CW,826,860,1338,1059,601,749
TRE4_0001C,CCW,58,38,47,5,3,3
TRE4_0001C,CW,1639,1717,2793,1396,828,1099
TRE4_0002A,CCW,730,785,1238,339,211,326
TRE4_0002A,CW,690,728,1121,1542,888,1222
TRE4_0002B2,CCW,0,0,0,0,0,0
TRE4_0002B2,CW,2188,2258,3916,1448,900,1142
TRE4_0002B,CCW,0,0,0,0,0,0
TRE4_0002B,CW,1392,1517,2660,1711,1066,1419
TRE4_0002C2,CCW,24,24,35,11,11,11
TRE4_0002C2,CW,909,1019,1654,1987,1046,1588
TRE4_0002C,CCW,33,36,56,4,2,3
TRE4_0002C,CW,1808,1979,3485,1743,893,1140
TRE4_0003A,CCW,0,1,1,0,0,1
TRE4_0003A,CW,5,2,2,0,1,3
TRE4_0003B,CCW,0,0,0,0,0,0
TRE4_0003B,CW,76,76,75,10,5,9
TRE4_0003C,CCW,19,21,30,0,0,0
TRE4_0003C,CW,918,1029,1888,44,52,37
TRE4_0010A,CCW,557,621,811,271,218,250
TRE4_0010A,CW,575,707,803,224,161,181
TRE4_0010B2,CCW,0,0,0,0,0,0
TRE4_0010B2,CW,2828,2841,5082,130,52,64
TRE4_0010B,CCW,0,0,0,0,0,0
TRE4_0010B,CW,936,1095,1815,251,135,168
TRE4_0010C2,CCW,46,34,41,4,1,4
TRE4_0010C2,CW,937,1032,1500,949,505,660
TRE4_0010C,CCW,51,43,65,11,4,3
TRE4_0010C,CW,1405,1528,2387,953,462,547
TRE4_0011A,CCW,742,740,1171,439,258,307
TRE4_0011A,CW,1041,1109,1719,1483,746,1067
TRE4_0011B,CCW,0,0,0,0,0,0
TRE4_0011B,CW,1561,1687,2796,1953,1162,1603
TRE4_0011C,CCW,44,41,46,3,1,1
TRE4_0011C,CW,1402,1456,2473,1432,792,986
TRE4_0013A,CCW,689,720,1034,443,209,288
TRE4_0013A,CW,893,997,1521,3478,1654,2335
TRE4_0013B2,CCW,0,0,0,0,0,0
TRE4_0013B2,CW,1108,1237,2001,3730,1717,2567
TRE4_0013B,CCW,0,0,0,0,0,0
TRE4_0013B,CW,980,1156,1993,1948,1009,1282
TRE4_0013C2,CCW,40,29,23,5,2,3
TRE4_0013C2,CW,2416,2567,4567,2823,1732,2205
TRE4_0013C,CCW,29,31,47,7,4,5
TRE4_0013C,CW,1428,1518,2577,2598,1651,2053
TRE4_0014A,CCW,531,601,753,790,397,605
TRE4_0014A,CW,538,519,702,984,510,815
TRE4_0014B2,CCW,0,0,0,0,0,0
TRE4_0014B2,CW,1980,2073,3738,76,28,30
TRE4_0014B,CCW,0,0,0,0,0,0
TRE4_0014B,CW,1615,1807,3002,1462,911,948
TRE4_0014C2,CCW,13,14,24,10,12,6
TRE4_0014C2,CW,694,709,1046,1294,595,751
TRE4_0014C,CCW,9,8,20,4,3,4
TRE4_0014C,CW,552,625,887,702,385,483
TRE4_0016A,CCW,702,780,1192,243,184,329
TRE4_0016A,CW,751,799,963,1092,568,956
TRE4_0016B2,CCW,0,0,0,0,0,0
TRE4_0016B2,CW,1849,2035,3631,412,296,402
TRE4_0016B,CCW,0,0,0,0,0,0
TRE4_0016B,CW,1582,1730,3002,1243,881,1017
TRE4_0016C2,CCW,0,0,0,0,0,0
TRE4_0016C2,CW,6,3,8,5,17,6
TRE4_0016C,CCW,8,8,19,3,5,3
TRE4_0016C,CW,522,626,1022,628,361,460
TRE4_0019A,CCW,574,679,789,1885,971,1532
TRE4_0019A,CW,1867,2062,3385,4216,2071,3121
TRE4_0019B2,CCW,0,0,0,0,0,0
TRE4_0019B2,CW,779,873,1264,2042,1176,1387
TRE4_0019B,CCW,0,0,0,0,0,0
TRE4_0019B,CW,1707,2027,3460,84,49,54
TRE4_0019C2,CCW,35,29,42,6,4,3
TRE4_0019C2,CW,548,598,797,1098,715,880
TRE4_0019C,CCW,49,60,77,9,3,8
TRE4_0019C,CW,2438,2554,4331,2185,1463,1751
TRE4_0019D,CCW,25,26,56,12,5,9
TRE4_0019D,CW,1486,1562,2709,3400,1942,2487
TRE4_0023A,CCW,651,675,1048,119,67,95
TRE4_0023A,CW,731,733,1215,2392,1283,1844
TRE4_0023B2,CCW,0,0,0,0,0,0
TRE4_0023B2,CW,2106,2005,3835,1100,619,608
TRE4_0023B,CCW,0,0,0,0,0,0
TRE4_0023B,CW,1064,1190,2057,2632,1413,2004
TRE4_0023C2,CCW,0,0,0,0,0,0
TRE4_0023C2,CW,57,33,54,69,92,56
TRE4_0023C,CCW,48,31,51,3,4,7
TRE4_0023C,CW,1771,1793,3162,1780,1134,1371
TRE4_0024A,CCW,486,523,762,243,197,281
TRE4_0024A,CW,638,703,1004,1010,551,851
TRE4_0024B2,CCW,0,0,0,0,0,0
TRE4_0024B2,CW,2133,2288,3909,2563,1594,2224
TRE4_0024B,CCW,0,0,0,0,0,0
TRE4_0024B,CW,946,1065,1692,1922,1113,1254
TRE4_0024C2,CCW,13,21,27,4,7,3
TRE4_0024C2,CW,741,872,1227,504,294,368
TRE4_0024C,CCW,27,30,41,10,6,7
TRE4_0024C,CW,1135,1178,2056,1689,921,1154
TRE4_0025A,CCW,488,526,624,386,191,293
TRE4_0025A,CW,576,605,816,667,344,505
TRE4_0025B2,CCW,0,0,0,0,0,0
TRE4_0025B2,CW,2276,2254,4106,164,95,90
TRE4_0025B,CCW,0,0,0,0,0,0
TRE4_0025B,CW,1416,1545,2586,507,405,456
TRE4_0025C2,CCW,27,28,30,3,2,4
TRE4_0025C2,CW,512,583,763,494,231,405
TRE4_0025C,CCW,37,31,50,1,1,0
TRE4_0025C,CW,1928,2077,3476,18,17,15
TRE4_0025D,CCW,33,30,48,8,3,8
TRE4_0025D,CW,1481,1612,2671,773,485,552
TRE4_0026A,CCW,703,769,1040,605,378,546
TRE4_0026A,CW,417,481,700,327,200,299
TRE4_0026B,CCW,0,0,0,0,0,0
TRE4_0026B,CW,1344,1387,2534,1435,854,1080
TRE4_0026C,CCW,45,34,50,10,7,6
TRE4_0026C,CW,1209,1352,2098,1491,807,921
TRE4_0028A,CCW,733,790,1195,844,514,725
TRE4_0028A,CW,2453,2663,4567,411,224,212
TRE4_0028B,CCW,0,0,0,0,0,0
TRE4_0028B,CW,1687,1779,3289,330,220,238
TRE4_0028C,CCW,50,35,54,1,0,0
TRE4_0028C,CW,995,984,1328,53,24,32
TRE4_0032A,CCW,689,783,959,1015,637,843
TRE4_0032A,CW,419,402,486,1346,645,1015
TRE4_0032B2,CCW,0,0,0,0,0,0
TRE4_0032B2,CW,2498,2362,4360,343,147,154
TRE4_0032B,CCW,0,0,0,0,0,0
TRE4_0032B,CW,1098,1267,1760,3299,1672,2403
TRE4_0032C2,CCW,3,2,3,1,0,0
TRE4_0032C2,CW,220,215,228,469,246,317
TRE4_0032C,CCW,15,15,13,2,3,6
TRE4_0032C,CW,711,743,1109,1055,575,722
TRE4_0033A,CCW,523,584,646,75,50,79
TRE4_0033A,CW,634,655,811,538,302,534
TRE4_0033B,CCW,0,0,0,0,0,0
TRE4_0033B,CW,1012,1107,1862,142,57,101
TRE4_0035A,CCW,1383,1524,2227,8657,5133,7450
TRE4_0035A,CW,853,974,1476,4600,2636,3991
TRE4_0035B,CCW,0,0,0,0,0,0
TRE4_0035B,CW,718,794,1292,3388,1781,2764
TRE4_0036A,CCW,331,313,436,115,96,137
TRE4_0036A,CW,356,370,450,271,151,195
TRE4_0036B2,CCW,0,0,0,0,0,0
TRE4_0036B2,CW,643,658,1029,114,68,76
TRE4_0036B,CCW,0,0,0,0,0,0
TRE4_0036B,CW,455,481,598,174,82,126
TRE4_0036C2,CCW,21,26,35,2,4,1
TRE4_0036C2,CW,808,858,1361,264,129,143
TRE4_0036C,CCW,27,22,33,0,0,1
TRE4_0036C,CW,973,1105,1820,58,37,47
TRE4_0039A,CCW,673,658,879,674,341,560
TRE4_0039A,CW,702,789,1018,2857,1492,2017
TRE4_0039B2,CCW,0,0,0,0,0,0
TRE4_0039B2,CW,2150,2159,3916,2723,1618,2106
TRE4_0039B,CCW,0,0,0,0,0,0
TRE4_0039B,CW,783,866,1352,1547,891,1226
TRE4_0039C2,CCW,17,16,25,8,7,6
TRE4_0039C2,CW,772,829,1275,1419,761,1052
TRE4_0039C,CCW,32,30,26,12,3,10
TRE4_0039C,CW,1132,1265,2003,1614,982,1121
TRE4_0040A,CCW,579,603,842,3623,2124,3115
TRE4_0040A,CW,580,638,959,1395,821,1111
TRE4_0040B2,CCW,0,0,0,0,0,0
TRE4_0040B2,CW,1237,1271,2208,1648,948,1359
TRE4_0040B,CCW,0,0,0,0,0,0
TRE4_0040B,CW,596,598,1062,2164,1327,1495
TRE4_0040C2,CCW,38,21,48,5,4,1
TRE4_0040C2,CW,1128,1164,1987,954,526,618
TRE4_0040C,CCW,36,46,44,3,1,3
TRE4_0040C,CW,1629,1687,2978,1400,731,1023
TRE4_0041A,CCW,280,293,342,1412,760,1243
TRE4_0041A,CW,609,590,741,4145,2401,3388
TRE4_0041B,CCW,0,0,0,0,0,0
TRE4_0041B,CW,1456,1634,2825,1461,916,1179
TRE4_0041C,CCW,7,6,8,24,21,11
TRE4_0041C,CW,179,138,185,1025,826,941
TRE4_0043A,CCW,170,205,296,120,72,90
TRE4_0043A,CW,263,256,362,484,290,391
TRE4_0043B2,CCW,0,0,0,0,0,0
TRE4_0043B2,CW,1148,1299,2264,1706,941,986
TRE4_0043B,CCW,0,0,0,0,0,0
TRE4_0043B,CW,2064,2018,3744,2159,1326,1416
TRE4_0043C2,CCW,21,22,13,8,1,3
TRE4_0043C2,CW,2211,2159,4061,2067,1200,1501
TRE4_0043C,CCW,43,61,91,7,2,8
TRE4_0043C,CW,2058,2150,3762,2222,1388,1956
TRE4_0044A,CCW,827,867,1178,1974,1276,2115
TRE4_0044A,CW,676,747,1049,3234,2077,3412
TRE4_0044B2,CCW,0,0,0,0,0,0
TRE4_0044B2,CW,2154,2192,3989,1454,858,1268
TRE4_0044B,CCW,0,0,0,0,0,0
TRE4_0044B,CW,1083,1187,1916,1562,988,1380
TRE4_0044C2,CCW,18,11,18,9,5,16
TRE4_0044C2,CW,715,732,1153,2237,1255,1777
TRE4_0044C,CCW,30,28,36,4,3,3
TRE4_0044C,CW,1315,1391,2397,1029,821,863
TRE4_0046A,CCW,610,669,965,124,49,111
TRE4_0046A,CW,735,773,1052,129,71,106
TRE4_0046B2,CCW,0,0,0,0,0,0
TRE4_0046B2,CW,1759,1949,3418,298,147,166
TRE4_0046B,CCW,0,0,0,0,0,0
TRE4_0046B,CW,709,810,1325,74,27,62
TRE4_0046C2,CCW,34,17,52,0,0,0
TRE4_0046C2,CW,684,705,1122,979,465,754
TRE4_0046C,CCW,41,36,51,1,0,0
TRE4_0046C,CW,1586,1620,2808,137,71,72
TRE4_0047A,CCW,467,488,746,633,348,656
TRE4_0047A,CW,1160,1203,1761,3793,2213,3459
TRE4_0047B2,CCW,0,0,0,0,0,0
TRE4_0047B2,CW,0,0,0,0,0,0
TRE4_0047B,CCW,0,0,0,0,0,0
TRE4_0047B,CW,958,1006,1796,3345,1949,2939
TRE4_0047C2,CCW,19,24,18,4,7,5
TRE4_0047C2,CW,183,166,201,332,358,299
TRE4_0047C,CCW,24,35,49,9,4,11
TRE4_0047C,CW,1099,1172,1772,1235,741,873
TRE4_0048A,CCW,202,201,184,96,87,154
TRE4_0048A,CW,314,374,405,539,317,540
TRE4_0048B2,CCW,0,0,0,0,0,0
TRE4_0048B2,CW,2254,2107,3992,375,248,409
TRE4_0048B,CCW,0,0,0,0,0,0
TRE4_0048B,CW,1137,1217,1726,1386,601,1099
TRE4_0048C2,CCW,0,0,0,0,0,0
TRE4_0048C2,CW,7,4,4,10,25,14
TRE4_0048C,CCW,10,10,17,10,25,8
TRE4_0048C,CW,686,713,943,848,565,785
TRE4_0054A,CCW,413,385,480,613,290,484
TRE4_0054A,CW,436,431,482,539,281,493
TRE4_0054B2,CCW,0,0,0,0,0,0
TRE4_0054B2,CW,0,0,0,0,0,0
TRE4_0054B,CCW,0,0,0,0,0,0
TRE4_0054B,CW,1026,1093,1646,1295,577,973
TRE4_0054C2,CCW,26,18,19,4,1,1
TRE4_0054C2,CW,1168,1198,2059,682,411,420
TRE4_0054C,CCW,10,10,11,6,2,1
TRE4_0054C,CW,649,584,927,886,504,703
TRE4_0056A,CCW,223,200,297,202,143,225
TRE4_0056A,CW,255,273,381,161,109,165
TRE4_0056B2,CCW,0,0,0,0,0,0
TRE4_0056B2,CW,1671,1631,3074,652,385,511
TRE4_0056B,CCW,0,0,0,0,0,0
TRE4_0056B,CW,1195,1363,2448,540,354,615
TRE4_0056C2,CCW,4,8,11,1,5,1
TRE4_0056C2,CW,402,418,523,195,93,121
TRE4_0056C,CCW,21,12,23,8,10,8
TRE4_0056C,CW,780,799,1172,994,512,736
TRE4_0060A,CCW,727,809,1338,229,142,241
TRE4_0060A,CW,1868,2192,3516,2290,1314,2100
TRE4_0060B,CCW,4,9,5,0,1,2
TRE4_0060B,CW,657,703,911,739,474,854
TRE4_0061A,CCW,681,707,991,179,109,134
TRE4_0061A,CW,487,554,847,336,264,364
TRE4_0061B,CCW,0,0,0,0,0,0
TRE4_0061B,CW,1698,1894,3293,980,636,727
TRE4_0061C,CCW,33,40,57,15,7,5
TRE4_0061C,CW,1202,1350,2173,1267,763,1068
TRE4_0069A,CCW,549,582,811,689,524,651
TRE4_0069A,CW,554,560,741,3596,2262,3520
TRE4_0069B2,CCW,0,0,0,0,0,0
TRE4_0069B2,CW,1861,2026,3409,2267,1160,1592
TRE4_0069B,CCW,0,0,0,0,0,0
TRE4_0069B,CW,1396,1608,2597,9461,5822,8137
TRE4_0069C2,CCW,12,15,12,12,10,24
TRE4_0069C2,CW,792,867,1173,3290,1978,2813
TRE4_0069C,CCW,22,24,26,9,8,8
TRE4_0069C,CW,1061,1166,1759,1359,850,1101
TRE4_0074A,CCW,373,401,506,431,256,349
TRE4_0074A,CW,362,417,473,630,343,584
TRE4_0074B2,CCW,0,0,0,0,0,0
TRE4_0074B2,CW,396,380,506,567,288,410
TRE4_0074B,CCW,0,0,0,0,0,0
TRE4_0074B,CW,1092,1188,2021,457,311,264
TRE4_0074C2,CCW,30,20,29,1,0,1
TRE4_0074C2,CW,1889,1926,3338,964,523,541
TRE4_0074C,CCW,8,9,18,6,3,3
TRE4_0074C,CW,536,576,718,1135,521,764
TRE4_0075A,CCW,377,396,439,544,359,602
TRE4_0075A,CW,383,389,528,336,247,323
