Element	DNA1	DNA2	DNA3	Input	RNA1	RNA2	RNA3
KSUUT0003_KSUUT0003	8313	11418	14096	6181	5173	4398	5607
KSUUT0003_KSUUT0008	11123	14286	20426	7319	22459	12798	23037
KSUUT0003_KSUUT0025	7350	9664	12290	5046	3571	3055	4687
KSUUT0003_KSUUT0100	61	141	150	39	70	54	71
KSUUT0003_KSUUT0114	6006	11711	10355	3842	4295	3793	5088
KSUUT0003_KSUUT0124	1	6	0	1	0	17	2
KSUUT0003_KUUAE0003	0	1	0	0	0	0	0
KSUUT0003_KUUAE0004	7838	9183	13250	5163	5959	3930	6693
KSUUT0003_KUUAE0005	0	3	0	0	0	6	0
KSUUT0003_KUUAE0010	0	0	0	0	0	0	0
KSUUT0003_KUUAE0017	0	8	0	1	1	12	0
KSUUT0003_KUUAE0024	5614	8843	9644	4000	4290	3457	5467
KSUUT0003_KUUAE0034	11155	15714	19522	7442	13963	11312	17044
KSUUT0003_KUUAE0051	5616	8036	9658	3469	3242	1921	3441
KSUUT0003_KUUAE0071	4	8	4	0	4	9	10
KSUUT0003_KUUAE0100	0	1	0	0	0	0	0
KSUUT0003_KUUAE0102	0	2	0	0	0	1	0
KSUUT0003_KUUAE0106	0	1	0	0	0	3	0
KSUUT0003_KUUAE0129	0	0	0	0	0	2	0
KSUUT0003_KUUAE0147	0	0	0	0	0	4	0
KSUUT0003_KUUAT0104	0	20	0	0	0	33	1
KSUUT0003_KUUUT0012	0	0	0	0	0	3	0
KSUUT0003_KUUUT0015	1	7	0	0	0	17	0
KSUUT0003_KUUUT0020	4877	2703	2247	6487	5578	12106	7342
KSUUT0003_KUUUT0021	8887	12038	15607	5237	22945	11818	21327
KSUUT0003_KUUUT0023	0	2	1	0	0	5	0
KSUUT0003_KUUUT0043	9580	13150	15564	6812	28724	22346	30762
KSUUT0003_KUUUT0044	8775	5248	3757	10551	954	2234	1117
KSUUT0003_KSUAT0074	0	0	0	0	0	0	0
KSUUT0003_KSUAT0093	8150	4752	1312	9851	515	3770	944
KSUUT0003_KSUUT0094	4178	6804	7217	2266	1171	1080	1096
KSUUT0003_KUUAE0038	1	3	0	0	0	1	0
KSUUT0003_KUUAE0073	0	0	1	0	1	1	0
KSUUT0003_KUUAT0005	9122	10787	16127	5663	2064	1180	2617
KSUUT0003_KUUAT0069	0	0	1	0	0	0	0
KSUUT0003_KUUAT0138	0	1	0	0	0	0	0
KSUUT0003_KUUUT0016	0	2	0	0	0	0	0
KSUUT0003_KUUUT0050	10375	12304	17886	7069	2471	1488	2865
KSUUT0003_KUUAE0046	0	25	0	2	0	13	0
KSUUT0003_KUUAE0093	0	0	0	0	0	0	0
KSUUT0003_KUUAE0122	0	5	0	0	0	1	0
KSUUT0003_KUUAE0127	1439	1910	2320	702	144	81	127
KSUUT0003_KUUAT0006	0	2	0	0	0	1	0
KSUUT0003_KUUAT0010	0	1	0	0	0	1	0
KSUUT0003_KUUAT0023	0	0	0	1	2	1	1
KSUUT0003_KUUAT0119	7950	11070	13786	5713	201	259	326
KSUUT0003_KUUAT0123	12876	16559	19068	9575	1188	2366	1597
KSUUT0003_KUUUT0013	0	0	0	0	0	0	0
KSUUT0008_KSUUT0003	0	1	0	0	0	2	1
KSUUT0008_KSUUT0008	1798	2084	3376	1289	3120	1686	3853
KSUUT0008_KSUUT0025	0	1	0	0	0	1	0
KSUUT0008_KSUUT0100	1	1	0	0	1	3	0
KSUUT0008_KSUUT0114	0	0	0	0	0	1	0
KSUUT0008_KSUUT0124	0	1	0	0	0	4	1
KSUUT0008_KUUAE0003	0	0	0	0	0	0	0
KSUUT0008_KUUAE0004	0	0	0	0	1	1	0
KSUUT0008_KUUAE0005	0	8	0	0	0	23	1
KSUUT0008_KUUAE0010	0	0	0	0	0	2	0
KSUUT0008_KUUAE0017	0	95	3	0	3	110	1
KSUUT0008_KUUAE0024	0	2	0	0	0	4	0
KSUUT0008_KUUAE0034	0	0	0	0	1	1	0
KSUUT0008_KUUAE0051	0	0	0	1	0	1	0
KSUUT0008_KUUAE0071	0	13	0	0	2	58	1
KSUUT0008_KUUAE0100	0	3	1	0	0	20	1
KSUUT0008_KUUAE0102	0	0	0	0	0	2	0
KSUUT0008_KUUAE0106	0	0	0	0	0	2	0
KSUUT0008_KUUAE0129	0	0	0	0	0	2	1
KSUUT0008_KUUAE0147	5233	3664	6762	6609	19570	15430	19703
KSUUT0008_KUUAT0104	0	0	0	0	0	2	0
KSUUT0008_KUUUT0012	0	2	0	0	2	27	0
KSUUT0008_KUUUT0015	0	7	0	0	0	10	0
KSUUT0008_KUUUT0020	0	0	0	0	0	3	0
KSUUT0008_KUUUT0021	0	0	0	0	1	9	1
KSUUT0008_KUUUT0023	15594	11088	15684	18957	19137	18293	21457
KSUUT0008_KUUUT0043	1582	790	241	2002	536	4719	915
KSUUT0008_KUUUT0044	0	13	0	1	1	62	3
KSUUT0008_KSUAT0074	0	3	0	0	0	3	0
KSUUT0008_KSUAT0093	0	2	0	0	0	1	0
KSUUT0008_KSUUT0094	0	0	0	0	0	4	1
KSUUT0008_KUUAE0038	0	0	0	0	0	0	0
KSUUT0008_KUUAE0073	0	0	0	0	0	1	0
KSUUT0008_KUUAT0005	0	0	0	0	0	0	0
KSUUT0008_KUUAT0069	0	2	0	0	0	0	0
KSUUT0008_KUUAT0138	0	2	0	0	0	3	0
KSUUT0008_KUUUT0016	0	0	0	0	0	1	0
KSUUT0008_KUUUT0050	0	1	0	0	0	0	0
KSUUT0008_KUUAE0046	0	1	0	0	0	2	1
KSUUT0008_KUUAE0093	0	0	0	0	0	1	0
KSUUT0008_KUUAE0122	0	0	0	0	1	7	0
KSUUT0008_KUUAE0127	0	1	0	0	0	4	0
KSUUT0008_KUUAT0006	0	6	0	0	0	3	0
KSUUT0008_KUUAT0010	0	0	0	1	0	1	0
KSUUT0008_KUUAT0023	0	0	0	0	0	1	1
KSUUT0008_KUUAT0119	0	2	0	0	0	2	0
KSUUT0008_KUUAT0123	0	1	0	0	0	3	0
KSUUT0008_KUUUT0013	0	0	0	0	0	0	0
KSUUT0025_KSUUT0003	0	0	0	0	0	2	0
KSUUT0025_KSUUT0008	0	0	0	0	0	0	0
KSUUT0025_KSUUT0025	1328	1863	2465	1067	573	534	1062
KSUUT0025_KSUUT0100	0	2	0	0	0	2	0
KSUUT0025_KSUUT0114	0	1	0	0	0	1	0
KSUUT0025_KSUUT0124	257	153	63	329	61	252	68
KSUUT0025_KUUAE0003	0	1	0	0	0	1	0
KSUUT0025_KUUAE0004	0	1	0	0	0	3	0
KSUUT0025_KUUAE0005	0	0	0	0	0	0	0
KSUUT0025_KUUAE0010	1252	745	702	1528	1133	2043	1595
KSUUT0025_KUUAE0017	0	6	1	2	0	6	0
KSUUT0025_KUUAE0024	0	1	0	1	0	1	1
KSUUT0025_KUUAE0034	0	0	0	0	0	2	0
KSUUT0025_KUUAE0051	0	3	0	1	0	1	0
KSUUT0025_KUUAE0071	0	2	0	0	0	4	0
KSUUT0025_KUUAE0100	0	2	0	0	0	1	0
KSUUT0025_KUUAE0102	0	2	0	10	0	3	0
KSUUT0025_KUUAE0106	0	0	0	0	0	2	0
KSUUT0025_KUUAE0129	7730	4207	2060	9641	1604	6946	2752
KSUUT0025_KUUAE0147	0	0	0	0	0	1	0
KSUUT0025_KUUAT0104	0	4	0	0	0	11	0
KSUUT0025_KUUUT0012	0	3	0	0	0	4	0
KSUUT0025_KUUUT0015	0	7	0	1	0	6	0
KSUUT0025_KUUUT0020	1424	726	697	1914	1022	2139	1458
KSUUT0025_KUUUT0021	0	2	0	0	0	31	1
KSUUT0025_KUUUT0023	0	5	1	0	0	1	0
KSUUT0025_KUUUT0043	0	2	0	0	0	2	0
KSUUT0025_KUUUT0044	0	1	0	0	0	5	0
KSUUT0025_KSUAT0074	0	1	0	0	0	0	0
KSUUT0025_KSUAT0093	5954	3371	1035	7544	405	3105	732
KSUUT0025_KSUUT0094	0	1	0	1	0	1	0
KSUUT0025_KUUAE0038	0	0	0	0	0	0	0
KSUUT0025_KUUAE0073	0	0	0	0	0	1	0
KSUUT0025_KUUAT0005	0	0	0	0	0	0	0
KSUUT0025_KUUAT0069	0	3	0	0	0	1	0
KSUUT0025_KUUAT0138	0	1	0	0	0	0	0
KSUUT0025_KUUUT0016	1	0	0	0	0	1	0
KSUUT0025_KUUUT0050	0	0	0	0	0	0	0
KSUUT0025_KUUAE0046	0	1	0	0	0	0	1
KSUUT0025_KUUAE0093	0	1	0	0	0	0	0
KSUUT0025_KUUAE0122	0	5	0	0	0	2	0
KSUUT0025_KUUAE0127	0	0	0	0	0	0	0
KSUUT0025_KUUAT0006	0	2	0	0	0	1	0
KSUUT0025_KUUAT0010	0	4	0	1	0	1	0
KSUUT0025_KUUAT0023	0	1	0	0	0	1	0
KSUUT0025_KUUAT0119	0	1	0	0	0	0	0
KSUUT0025_KUUAT0123	0	0	0	0	0	0	0
KSUUT0025_KUUUT0013	0	0	0	0	0	0	0
KSUUT0100_KSUUT0003	0	0	0	0	0	2	0
KSUUT0100_KSUUT0008	0	0	0	0	0	0	0
KSUUT0100_KSUUT0025	0	0	0	0	0	2	0
KSUUT0100_KSUUT0100	14734	20633	26856	10091	8547	6233	10568
KSUUT0100_KSUUT0114	0	1	0	0	0	2	0
KSUUT0100_KSUUT0124	0	2	0	0	0	1	0
KSUUT0100_KUUAE0003	0	15	0	0	0	0	0
KSUUT0100_KUUAE0004	0	0	0	0	0	0	0
KSUUT0100_KUUAE0005	0	0	0	0	0	0	0
KSUUT0100_KUUAE0010	0	1	0	0	0	1	0
KSUUT0100_KUUAE0017	0	15	0	1	1	26	0
KSUUT0100_KUUAE0024	2	4	0	1	1	22	0
KSUUT0100_KUUAE0034	3677	2110	3374	4307	3535	4102	4286
KSUUT0100_KUUAE0051	0	0	0	0	0	1	0
KSUUT0100_KUUAE0071	0	1	0	0	0	1	0
KSUUT0100_KUUAE0100	0	0	0	0	0	0	0
KSUUT0100_KUUAE0102	0	0	0	0	0	0	0
KSUUT0100_KUUAE0106	0	1	0	0	0	1	0
KSUUT0100_KUUAE0129	0	0	0	1	0	0	0
KSUUT0100_KUUAE0147	0	0	0	0	0	0	0
KSUUT0100_KUUAT0104	0	0	0	0	1	0	0
KSUUT0100_KUUUT0012	0	0	0	0	0	0	0
KSUUT0100_KUUUT0015	0	6	0	0	0	19	0
KSUUT0100_KUUUT0020	0	0	0	0	0	0	0
KSUUT0100_KUUUT0021	0	0	0	0	1	1	0
KSUUT0100_KUUUT0023	1	1	0	1	0	4	0
KSUUT0100_KUUUT0043	0	1	0	0	0	3	0
KSUUT0100_KUUUT0044	0	6	0	0	0	15	1
KSUUT0100_KSUAT0074	0	0	0	0	0	0	0
KSUUT0100_KSUAT0093	0	0	0	0	0	0	0
KSUUT0100_KSUUT0094	3758	2152	2978	4963	4074	4847	5135
KSUUT0100_KUUAE0038	0	0	0	0	0	0	0
KSUUT0100_KUUAE0073	0	17	0	0	0	6	0
KSUUT0100_KUUAT0005	0	0	0	0	0	0	0
KSUUT0100_KUUAT0069	1	7	0	0	0	5	0
KSUUT0100_KUUAT0138	0	0	1	0	0	0	0
KSUUT0100_KUUUT0016	0	0	0	0	1	5	0
KSUUT0100_KUUUT0050	0	0	0	0	0	0	0
KSUUT0100_KUUAE0046	0	0	0	0	0	0	0
KSUUT0100_KUUAE0093	0	0	0	0	0	0	0
KSUUT0100_KUUAE0122	1	1	1	0	0	0	0
KSUUT0100_KUUAE0127	0	0	0	0	0	0	0
KSUUT0100_KUUAT0006	1613	999	1667	1997	253	246	386
KSUUT0100_KUUAT0010	0	0	0	0	0	0	0
KSUUT0100_KUUAT0023	0	1	0	0	0	0	0
KSUUT0100_KUUAT0119	0	1	0	0	0	0	0
KSUUT0100_KUUAT0123	0	0	0	0	0	0	0
KSUUT0100_KUUUT0013	0	0	0	0	0	0	0
KSUUT0114_KSUUT0003	0	1	0	0	1	1	0
KSUUT0114_KSUUT0008	0	0	0	0	0	0	0
KSUUT0114_KSUUT0025	292	127	22	339	23	469	33
KSUUT0114_KSUUT0100	0	2	0	1	0	0	0
KSUUT0114_KSUUT0114	2737	6644	5165	1968	1920	2011	2587
KSUUT0114_KSUUT0124	7668	4288	2197	9414	872	3500	1380
KSUUT0114_KUUAE0003	0	20	1	1	0	2	0
KSUUT0114_KUUAE0004	0	1	0	1	0	0	0
KSUUT0114_KUUAE0005	0	9	0	1	0	5	0
KSUUT0114_KUUAE0010	0	8	0	0	0	3	0
KSUUT0114_KUUAE0017	0	28	0	3	2	35	1
KSUUT0114_KUUAE0024	0	0	0	1	0	3	0
KSUUT0114_KUUAE0034	1	0	0	0	0	0	0
KSUUT0114_KUUAE0051	0	1	0	0	0	0	0
KSUUT0114_KUUAE0071	673	374	81	775	85	890	159
KSUUT0114_KUUAE0100	0	4	0	2	0	4	0
KSUUT0114_KUUAE0102	0	0	0	0	0	1	0
KSUUT0114_KUUAE0106	0	0	0	1	0	3	0
KSUUT0114_KUUAE0129	0	2	0	1	0	3	0
KSUUT0114_KUUAE0147	0	0	0	0	0	3	0
KSUUT0114_KUUAT0104	0	0	0	0	0	0	0
KSUUT0114_KUUUT0012	0	1	0	0	1	2	1
KSUUT0114_KUUUT0015	0	1	0	0	0	4	0
KSUUT0114_KUUUT0020	0	0	0	0	0	0	0
KSUUT0114_KUUUT0021	171	79	56	200	53	131	50
KSUUT0114_KUUUT0023	12522	7608	4098	14950	1746	6590	2893
KSUUT0114_KUUUT0043	0	0	0	1	0	3	0
KSUUT0114_KUUUT0044	0	2	0	1	1	6	1
KSUUT0114_KSUAT0074	0	0	1	1	0	0	0
KSUUT0114_KSUAT0093	0	3	0	2	0	2	1
KSUUT0114_KSUUT0094	0	2	0	1	0	3	0
KSUUT0114_KUUAE0038	0	0	0	0	0	0	0
KSUUT0114_KUUAE0073	0	1	0	0	0	1	0
KSUUT0114_KUUAT0005	0	0	0	0	0	0	0
KSUUT0114_KUUAT0069	3491	2051	703	4324	195	1030	337
KSUUT0114_KUUAT0138	0	1	0	0	0	1	0
KSUUT0114_KUUUT0016	4388	2557	406	5484	91	1437	167
KSUUT0114_KUUUT0050	0	0	0	0	0	0	0
KSUUT0114_KUUAE0046	0	3	0	1	0	0	0
KSUUT0114_KUUAE0093	0	5	1	0	0	0	0
KSUUT0114_KUUAE0122	0	13	0	1	0	0	0
KSUUT0114_KUUAE0127	983	507	188	1292	22	156	55
KSUUT0114_KUUAT0006	8847	5042	2959	11510	642	2190	1160
KSUUT0114_KUUAT0010	0	0	1	0	0	0	0
KSUUT0114_KUUAT0023	0	5	0	0	0	1	0
KSUUT0114_KUUAT0119	0	3	0	0	0	1	0
KSUUT0114_KUUAT0123	0	0	0	1	0	1	0
KSUUT0114_KUUUT0013	0	0	0	0	0	1	0
KSUUT0124_KSUUT0003	1772	873	436	2330	296	1181	403
KSUUT0124_KSUUT0008	0	0	0	0	0	0	0
KSUUT0124_KSUUT0025	0	12	0	0	0	2	0
KSUUT0124_KSUUT0100	0	11	1	0	0	3	1
KSUUT0124_KSUUT0114	0	1	0	0	0	0	0
KSUUT0124_KSUUT0124	17309	27142	31162	11158	10229	6289	11248
KSUUT0124_KUUAE0003	0	77	2	1	0	1	0
KSUUT0124_KUUAE0004	0	0	0	0	0	0	0
KSUUT0124_KUUAE0005	0	3	0	1	0	1	0
KSUUT0124_KUUAE0010	0	0	0	0	0	0	0
KSUUT0124_KUUAE0017	0	5	0	1	0	1	0
KSUUT0124_KUUAE0024	0	2	0	0	0	1	0
KSUUT0124_KUUAE0034	0	0	0	0	0	1	0
KSUUT0124_KUUAE0051	0	0	0	0	0	1	0
KSUUT0124_KUUAE0071	1	2	0	0	0	1	0
KSUUT0124_KUUAE0100	0	2	0	0	0	1	0
KSUUT0124_KUUAE0102	0	0	0	0	0	0	0
KSUUT0124_KUUAE0106	0	0	0	0	0	0	0
KSUUT0124_KUUAE0129	0	1	0	0	1	0	0
KSUUT0124_KUUAE0147	0	0	0	2	0	1	0
KSUUT0124_KUUAT0104	0	2	0	0	0	0	0
KSUUT0124_KUUUT0012	0	1	0	0	0	0	0
KSUUT0124_KUUUT0015	0	6	0	1	0	0	0
KSUUT0124_KUUUT0020	0	4	0	0	0	8	0
KSUUT0124_KUUUT0021	0	1	0	0	0	0	1
KSUUT0124_KUUUT0023	0	4	0	0	0	0	0
KSUUT0124_KUUUT0043	0	3	0	0	0	0	0
KSUUT0124_KUUUT0044	1	8	1	1	0	2	0
KSUUT0124_KSUAT0074	0	1	0	0	0	0	0
KSUUT0124_KSUAT0093	0	4	0	0	0	1	0
KSUUT0124_KSUUT0094	85	51	60	100	54	66	69
KSUUT0124_KUUAE0038	0	0	0	0	0	1	0
KSUUT0124_KUUAE0073	0	1	0	0	0	0	0
KSUUT0124_KUUAT0005	0	0	0	0	0	0	0
KSUUT0124_KUUAT0069	0	1	0	0	0	0	0
KSUUT0124_KUUAT0138	0	0	0	0	0	0	0
KSUUT0124_KUUUT0016	0	1	0	1	0	0	0
KSUUT0124_KUUUT0050	0	0	0	0	0	0	0
KSUUT0124_KUUAE0046	0	3	0	0	0	0	0
KSUUT0124_KUUAE0093	0	1	0	0	0	0	0
KSUUT0124_KUUAE0122	5910	3884	4767	7646	508	479	531
KSUUT0124_KUUAE0127	0	1	0	0	0	0	0
KSUUT0124_KUUAT0006	15070	9610	13177	19568	1607	1770	2196
KSUUT0124_KUUAT0010	0	1	0	0	0	0	0
KSUUT0124_KUUAT0023	0	0	0	0	0	0	0
KSUUT0124_KUUAT0119	0	2	0	0	0	0	0
KSUUT0124_KUUAT0123	0	0	0	0	0	0	0
KSUUT0124_KUUUT0013	0	0	0	0	0	0	0
KUUAE0003_KSUUT0003	0	0	0	0	0	0	0
KUUAE0003_KSUUT0008	0	0	0	0	0	0	0
KUUAE0003_KSUUT0025	0	1	0	0	0	0	0
KUUAE0003_KSUUT0100	0	2	0	0	0	1	0
KUUAE0003_KSUUT0114	0	1	0	0	0	0	0
KUUAE0003_KSUUT0124	0	2	0	1	0	0	0
KUUAE0003_KUUAE0003	12062	19264	22222	6806	5440	4172	8220
KUUAE0003_KUUAE0004	0	0	0	0	0	0	0
KUUAE0003_KUUAE0005	0	1	0	2	0	0	0
KUUAE0003_KUUAE0010	0	0	0	0	0	0	0
KUUAE0003_KUUAE0017	0	1	0	0	0	2	0
KUUAE0003_KUUAE0024	0	1	0	0	0	0	0
KUUAE0003_KUUAE0034	0	0	0	0	0	0	0
KUUAE0003_KUUAE0051	0	1	0	0	1	0	0
KUUAE0003_KUUAE0071	0	0	1	0	0	0	0
KUUAE0003_KUUAE0100	0	18	0	0	0	3	0
KUUAE0003_KUUAE0102	0	2	0	0	0	0	0
KUUAE0003_KUUAE0106	0	0	0	0	0	0	0
KUUAE0003_KUUAE0129	0	0	0	0	0	1	0
KUUAE0003_KUUAE0147	0	0	0	0	0	0	0
KUUAE0003_KUUAT0104	0	1	0	0	0	0	0
KUUAE0003_KUUUT0012	0	1	0	0	0	1	0
KUUAE0003_KUUUT0015	0	4	0	0	0	1	0
KUUAE0003_KUUUT0020	0	0	0	0	0	0	0
KUUAE0003_KUUUT0021	0	0	0	0	0	0	1
KUUAE0003_KUUUT0023	0	5	0	0	0	1	0
KUUAE0003_KUUUT0043	0	0	0	0	0	1	0
KUUAE0003_KUUUT0044	0	3	0	1	1	0	0
KUUAE0003_KSUAT0074	0	1	0	0	0	0	0
KUUAE0003_KSUAT0093	0	1	0	0	0	1	0
KUUAE0003_KSUUT0094	0	0	0	0	0	0	0
KUUAE0003_KUUAE0038	0	0	0	0	0	0	0
KUUAE0003_KUUAE0073	0	0	0	0	0	0	0
KUUAE0003_KUUAT0005	0	0	0	0	0	0	0
KUUAE0003_KUUAT0069	12195	8373	12412	15333	1829	1823	2517
KUUAE0003_KUUAT0138	0	0	0	0	0	0	0
KUUAE0003_KUUUT0016	0	2	0	0	0	0	0
KUUAE0003_KUUUT0050	0	0	0	0	0	0	0
KUUAE0003_KUUAE0046	1	11	0	0	0	2	0
KUUAE0003_KUUAE0093	0	0	0	0	0	0	0
KUUAE0003_KUUAE0122	0	0	0	0	0	0	0
KUUAE0003_KUUAE0127	0	1	0	0	0	0	0
KUUAE0003_KUUAT0006	0	1	0	1	0	0	0
KUUAE0003_KUUAT0010	0	0	0	0	0	0	0
KUUAE0003_KUUAT0023	0	0	0	0	0	0	0
KUUAE0003_KUUAT0119	0	0	0	0	0	0	0
KUUAE0003_KUUAT0123	0	0	0	0	0	1	0
KUUAE0003_KUUUT0013	0	0	0	0	0	0	0
KUUAE0004_KSUUT0003	0	0	0	0	0	0	0
KUUAE0004_KSUUT0008	0	0	0	0	0	0	0
KUUAE0004_KSUUT0025	0	4	0	0	0	1	0
KUUAE0004_KSUUT0100	0	8	0	0	0	5	0
KUUAE0004_KSUUT0114	5241	2740	503	6310	294	3542	501
KUUAE0004_KSUUT0124	0	4	0	1	0	6	0
KUUAE0004_KUUAE0003	0	0	0	2	0	0	0
KUUAE0004_KUUAE0004	2529	3051	4440	1701	1995	1319	2470
KUUAE0004_KUUAE0005	0	0	1	0	0	0	0
KUUAE0004_KUUAE0010	0	0	0	0	0	2	0
KUUAE0004_KUUAE0017	1	3	0	1	0	5	0
KUUAE0004_KUUAE0024	9628	5202	2728	12191	1851	8695	3104
KUUAE0004_KUUAE0034	0	0	0	0	0	0	0
KUUAE0004_KUUAE0051	0	0	0	0	0	0	0
KUUAE0004_KUUAE0071	0	5	1	0	0	4	0
KUUAE0004_KUUAE0100	0	1	0	1	0	0	0
KUUAE0004_KUUAE0102	0	0	0	1	0	0	0
KUUAE0004_KUUAE0106	0	0	0	0	0	1	0
KUUAE0004_KUUAE0129	0	0	0	0	0	1	0
KUUAE0004_KUUAE0147	1	1	0	1	0	0	0
KUUAE0004_KUUAT0104	0	1	0	0	0	0	0
KUUAE0004_KUUUT0012	0	1	0	1	0	4	0
KUUAE0004_KUUUT0015	0	5	0	1	0	4	0
KUUAE0004_KUUUT0020	0	1	1	0	0	0	0
KUUAE0004_KUUUT0021	0	1	0	0	0	6	0
KUUAE0004_KUUUT0023	0	7	1	1	1	8	0
KUUAE0004_KUUUT0043	0	1	0	1	0	1	0
KUUAE0004_KUUUT0044	0	2	0	1	0	7	0
KUUAE0004_KSUAT0074	0	0	0	0	0	0	0
KUUAE0004_KSUAT0093	8383	4828	1813	10389	420	2394	745
KUUAE0004_KSUUT0094	0	0	0	0	0	1	0
KUUAE0004_KUUAE0038	0	0	0	0	0	0	0
KUUAE0004_KUUAE0073	0	0	0	0	0	1	0
KUUAE0004_KUUAT0005	2	0	0	1	0	0	0
KUUAE0004_KUUAT0069	0	4	0	1	0	0	0
KUUAE0004_KUUAT0138	0	1	0	0	0	1	0
KUUAE0004_KUUUT0016	0	4	0	0	0	1	0
KUUAE0004_KUUUT0050	0	0	0	0	0	0	0
KUUAE0004_KUUAE0046	0	0	0	0	0	1	0
KUUAE0004_KUUAE0093	0	0	0	0	0	0	0
KUUAE0004_KUUAE0122	7657	4685	2425	9508	278	858	355
KUUAE0004_KUUAE0127	0	6	0	0	0	0	0
KUUAE0004_KUUAT0006	0	2	0	1	0	1	0
KUUAE0004_KUUAT0010	0	0	0	0	0	0	0
KUUAE0004_KUUAT0023	0	4	0	2	0	4	0
KUUAE0004_KUUAT0119	0	4	0	1	0	0	0
KUUAE0004_KUUAT0123	0	5	0	0	0	2	0
KUUAE0004_KUUUT0013	0	0	0	1	0	0	0
KUUAE0005_KSUUT0003	4501	2398	956	5709	740	4132	1276
KUUAE0005_KSUUT0008	0	0	0	0	0	0	0
KUUAE0005_KSUUT0025	0	2	0	1	0	3	0
KUUAE0005_KSUUT0100	11389	7854	10345	14510	6455	7886	8642
KUUAE0005_KSUUT0114	1	4	0	1	0	7	1
KUUAE0005_KSUUT0124	0	22	0	3	0	16	2
KUUAE0005_KUUAE0003	0	5	0	1	0	2	0
KUUAE0005_KUUAE0004	0	7	0	0	0	22	1
KUUAE0005_KUUAE0005	10398	21556	18538	7029	6576	7643	8441
KUUAE0005_KUUAE0010	0	1	0	0	1	5	0
KUUAE0005_KUUAE0017	4678	3568	4556	5541	3418	3781	4232
KUUAE0005_KUUAE0024	12984	7838	8260	17037	4763	9221	7305
KUUAE0005_KUUAE0034	0	3	0	0	0	10	0
KUUAE0005_KUUAE0051	0	26	0	0	2	15	0
KUUAE0005_KUUAE0071	0	4	1	0	0	12	0
KUUAE0005_KUUAE0100	1	0	0	0	0	3	1
KUUAE0005_KUUAE0102	15683	9868	4156	19928	1700	6992	2728
KUUAE0005_KUUAE0106	9979	7450	12001	11883	10958	10463	13506
KUUAE0005_KUUAE0129	35213	23669	20957	42100	25264	44337	35451
KUUAE0005_KUUAE0147	0	7	0	0	1	19	1
KUUAE0005_KUUAT0104	0	15	2	0	1	32	0
KUUAE0005_KUUUT0012	1	5	2	1	0	9	0
KUUAE0005_KUUUT0015	2815	1780	565	3590	286	1942	515
KUUAE0005_KUUUT0020	0	8	0	1	0	27	0
KUUAE0005_KUUUT0021	1330	877	952	1640	1063	1544	1251
KUUAE0005_KUUUT0023	0	25	2	2	1	31	0
KUUAE0005_KUUUT0043	0	4	0	0	2	23	0
KUUAE0005_KUUUT0044	0	20	0	0	0	33	1
KUUAE0005_KSUAT0074	0	2	1	0	0	4	0
KUUAE0005_KSUAT0093	0	16	2	1	0	12	1
KUUAE0005_KSUUT0094	0	4	0	1	0	20	0
KUUAE0005_KUUAE0038	0	1	0	1	0	1	0
KUUAE0005_KUUAE0073	1	27	0	0	0	7	0
KUUAE0005_KUUAT0005	0	0	0	0	0	0	0
KUUAE0005_KUUAT0069	1	2	0	1	0	2	0
KUUAE0005_KUUAT0138	0	11	0	1	0	16	0
KUUAE0005_KUUUT0016	550	340	143	719	47	316	87
KUUAE0005_KUUUT0050	0	0	0	0	0	1	0
KUUAE0005_KUUAE0046	0	4	0	0	0	2	1
KUUAE0005_KUUAE0093	2602	1773	2554	3257	774	731	995
KUUAE0005_KUUAE0122	0	4	2	2	0	3	0
KUUAE0005_KUUAE0127	0	10	3	2	0	4	0
KUUAE0005_KUUAT0006	0	8	0	0	1	0	0
KUUAE0005_KUUAT0010	1	19	0	1	1	13	1
KUUAE0005_KUUAT0023	0	6	0	0	0	10	0
KUUAE0005_KUUAT0119	0	1	0	1	0	1	0
KUUAE0005_KUUAT0123	0	7	2	1	0	4	1
KUUAE0005_KUUUT0013	0	0	0	0	0	0	0
KUUAE0010_KSUUT0003	0	0	0	0	0	0	0
KUUAE0010_KSUUT0008	0	0	0	0	0	0	0
KUUAE0010_KSUUT0025	0	3	0	0	0	5	0
KUUAE0010_KSUUT0100	0	4	0	0	0	4	0
KUUAE0010_KSUUT0114	0	3	0	2	0	3	0
KUUAE0010_KSUUT0124	0	6	0	0	0	7	0
KUUAE0010_KUUAE0003	0	16	0	0	0	0	1
KUUAE0010_KUUAE0004	362	217	188	508	85	185	141
KUUAE0010_KUUAE0005	0	2	0	0	0	6	0
KUUAE0010_KUUAE0010	12212	17424	21807	7640	8609	5463	10586
KUUAE0010_KUUAE0017	0	115	1	2	0	30	0
KUUAE0010_KUUAE0024	0	2	0	0	0	6	0
KUUAE0010_KUUAE0034	0	0	1	0	0	2	0
KUUAE0010_KUUAE0051	0	0	0	0	0	0	0
KUUAE0010_KUUAE0071	0	15	0	1	0	6	0
KUUAE0010_KUUAE0100	0	2	0	0	1	22	0
KUUAE0010_KUUAE0102	0	22	0	0	0	10	0
KUUAE0010_KUUAE0106	0	9	0	0	0	8	0
KUUAE0010_KUUAE0129	0	0	0	0	0	1	0
KUUAE0010_KUUAE0147	1	9	0	0	1	6	0
KUUAE0010_KUUAT0104	0	1	0	2	0	3	0
